home_team,away_team,result,home_lineup,away_lineup
Stoke City,Chelsea,away,Jack Butland - Erik Pieters - Glen Johnson - Bruno Martins Indi - Joe Allen - Mame Biram Diouf - Darren Fletcher - Ramadan Sobhi - Eric Maxim Choupo-Moting - Jesé - Xherdan Shaqiri - ,Thibaut Courtois - Antonio Rüdiger - Andreas Christensen - César Azpilicueta - Marcos Alonso - N'Golo Kanté - Tiemoué Bakayoko - Victor Moses - Willian - Pedro - Álvaro Morata   - 
Swansea City,Watford,away,Lukasz Fabianski - Mike van der Hoorn - Alfie Mawson - Federico Fernández - Martin Olsson - Leroy Fer - Tom Carroll - Sam Clucas - Kyle Naughton - Wilfried Bony - Jordan Ayew - ,Heurelho Gomes - Adrian Mariappa - Kiko Femenía - José Holebas - Christian Kabasele - Tom Cleverley - Richarlison  - Abdoulaye Doucouré - André Carrillo - Etienne Capoue - Andre Gray - 
West Ham United,Tottenham Hotspur,away,Joe Hart - José Fonte - Winston Reid - Angelo Ogbonna - Aaron Cresswell - Pablo Zabaleta - Cheikhou Kouyaté - Mark Noble - Marko Arnautovic - Chicharito  - Michail Antonio - ,Hugo Lloris - Toby Alderweireld - Jan Vertonghen - Davinson Sánchez - Eric Dier - Moussa Sissoko - Christian Eriksen - Serge Aurier  - Ben Davies - Harry Kane  - Dele Alli - 
Arsenal,Brighton and Hove Albion,home,Petr Cech - Rob Holding - Nacho Monreal - Shkodran Mustafi - Héctor Bellerín - Aaron Ramsey - Sead Kolasinac - Granit Xhaka - Alexis Sánchez - Alexandre Lacazette - Alex Iwobi - ,Mat Ryan - Bruno - Gaëtan Bong - Shane Duffy - Lewis Dunk - Dale Stephens - Pascal Groß - José Izquierdo - Solly March - Davy Pröpper - Isaiah Brown - 
AFC Bournemouth,Leicester City,tie,Asmir Begovic - Simon Francis - Nathan Aké - Charlie Daniels - Adam Smith - Andrew Surman - Marc Pugh - Lewis Cook - Junior Stanislas - Joshua King - Jermain Defoe - ,Kasper Schmeichel - Danny Simpson - Wes Morgan - Harry Maguire - Christian Fuchs - Demarai Gray - Andy King - Marc Albrighton - Wilfred Ndidi - Jamie Vardy - Shinji Okazaki - 
Chelsea,Manchester City,away,Thibaut Courtois - Antonio Rüdiger - Andreas Christensen - Gary Cahill - Marcos Alonso - Cesc Fàbregas - N'Golo Kanté - Tiemoué Bakayoko - César Azpilicueta - Eden Hazard - Álvaro Morata - ,Ederson - Kyle Walker - John Stones - Fabian Delph - Nicolás Otamendi - Kevin De Bruyne - David Silva - Fernandinho - Raheem Sterling - Gabriel Jesus - Leroy Sané - 
Everton,Burnley,away,Jordan Pickford - Leighton Baines - Michael Keane - Ashley Williams - Cuco Martina - Gylfi Sigurdsson - Idrissa Gueye - Morgan Schneiderlin - Nikola Vlasic - Dominic Calvert-Lewin - Oumar Niasse - ,Nick Pope - Matthew Lowton - James Tarkowski - Ben Mee - Stephen Ward - Jack Cork - Robbie Brady - Steven Defour - Scott Arfield - Chris Wood - Jeff Hendrick - 
Huddersfield Town,Tottenham Hotspur,away,Jonas Lössl - Tommy Smith - Chris Löwe - Zanka - Christopher Schindler - Jonathan Hogg - Elias Kachunga - Aaron Mooy - Tom Ince - Rajiv van La Parra - Laurent Depoitre - ,Hugo Lloris - Toby Alderweireld - Jan Vertonghen - Davinson Sánchez - Kieran Trippier - Harry Winks - Eric Dier - Ben Davies - Harry Kane  - Dele Alli - Christian Eriksen - 
Manchester United,Crystal Palace,home,David de Gea - Phil Jones - Chris Smalling - Ashley Young - Luis Antonio Valencia - Juan Mata - Marcus Rashford - Henrikh Mkhitaryan - Marouane Fellaini  - Nemanja Matic - Romelu Lukaku - ,Wayne Hennessey - Joel Ward - Patrick van Aanholt - Mamadou Sakho - Damien Delaney - Luka Milivojevic - Yohan Cabaye - Jason Puncheon - Andros Townsend - Jeffrey Schlupp - Bakary Sako - 
Newcastle United,Liverpool,tie,Robert Elliot - Ciaran Clark - Jamaal Lascelles - Javier Manquillo - DeAndre Yedlin - Jonjo Shelvey - Matt Ritchie - Ayoze Pérez - Mikel Merino - Christian Atsu - Joselu - ,Simon Mignolet - Dejan Lovren - Joseph Gomez - Alberto Moreno - Joel Matip - Georginio Wijnaldum - Philippe Coutinho - Jordan Henderson - Sadio Mané - Mohamed Salah - Daniel Sturridge - 
Stoke City,Southampton,home,Jack Butland - Kevin Wimmer - Kurt Zouma - Geoff Cameron - Erik Pieters - Joe Allen - Mame Biram Diouf - Darren Fletcher - Eric Maxim Choupo-Moting - Saido Berahino - Xherdan Shaqiri - ,Fraser Forster - Cédric Soares - Maya Yoshida - Virgil van Dijk - Ryan Bertrand - Steven Davis - Dusan Tadic - Oriol Romeu - Mario Lemina - Nathan Redmond - Shane Long - 
West Bromwich Albion,Watford,tie,Ben Foster - Kieran Gibbs - Jonny Evans  - Craig Dawson - Ahmed Hegazi - Matt Phillips - Chris Brunt - Gareth Barry - Jay Rodriguez - Grzegorz Krychowiak - Salomón Rondón - ,Heurelho Gomes - Adrian Mariappa - Kiko Femenía - José Holebas - Christian Kabasele - Tom Cleverley - Richarlison - Abdoulaye Doucouré - André Carrillo - Etienne Capoue - Troy Deeney - 
West Ham United,Swansea City,home,Joe Hart - Aaron Cresswell - José Fonte - Pablo Zabaleta - Winston Reid - Cheikhou Kouyaté - Mark Noble - André Ayew - Michail Antonio - Chicharito - Andy Carroll - ,Lukasz Fabianski - Martin Olsson - Federico Fernández - Alfie Mawson - Kyle Naughton - Leon Britton - Tom Carroll - Jordan Ayew - Renato Sanches - Wilfried Bony - Tammy Abraham - 
Brighton and Hove Albion,Everton,tie,Mat Ryan - Bruno - Shane Duffy - Lewis Dunk - Markus Suttner - Dale Stephens - Anthony Knockaert  - Solly March - Davy Pröpper - Pascal Groß - Glenn Murray - ,Jordan Pickford - Leighton Baines - Michael Keane - Phil Jagielka - Mason Holgate - Dominic Calvert-Lewin - Gylfi Sigurdsson - Idrissa Gueye - Morgan Schneiderlin - Nikola Vlasic - Wayne RooneyPen. Scored - 
Burnley,West Ham United,tie,Nick Pope - Matthew Lowton - James Tarkowski - Ben Mee - Stephen Ward - Jack Cork - Robbie Brady - Steven Defour - Scott Arfield - Chris Wood  - Jeff Hendrick - ,Joe Hart - Aaron Cresswell - José Fonte - Pablo Zabaleta - Winston Reid - Marko Arnautovic - Cheikhou Kouyaté - Manuel Lanzini - Michail Antonio - Andy Carroll  - Chicharito - 
Crystal Palace,Chelsea,home,Julian Speroni - Joel Ward - Patrick van Aanholt - Scott Dann - Mamadou Sakho - Luka Milivojevic - Yohan Cabaye - Jeffrey Schlupp - James McArthur - Andros Townsend - Wilfried Zaha - ,Thibaut Courtois - Gary Cahill - César AzpilicuetaOwn  - David Luiz - Marcos Alonso - Cesc Fàbregas - Tiemoué Bakayoko  - Victor Moses - Eden Hazard - Willian - Michy Batshuayi - 
Leicester City,West Bromwich Albion,tie,Kasper Schmeichel - Danny Simpson - Wes Morgan - Harry Maguire - Christian Fuchs - Marc Albrighton - Vicente Iborra - Wilfred Ndidi - Riyad Mahrez - Jamie Vardy - Kelechi Iheanacho - ,Boaz Myhill - Kieran Gibbs - Jonny Evans - Craig Dawson - Ahmed Hegazi - Jake Livermore - Gareth Barry - Grzegorz Krychowiak - Salomón Rondón - Nacer Chadli - Jay Rodriguez - 
Liverpool,Manchester United,tie,Simon Mignolet - Dejan Lovren - Joseph Gomez - Alberto Moreno - Joel Matip - Georginio Wijnaldum - Jordan Henderson - Emre Can - Roberto Firmino - Philippe Coutinho - Mohamed Salah - ,David de Gea - Phil Jones - Chris Smalling - Luis Antonio Valencia - Matteo Darmian - Anthony Martial - Ashley Young - Ander Herrera - Henrikh Mkhitaryan - Nemanja Matic - Romelu Lukaku - 
Manchester City,Stoke City,home,Ederson - Kyle WalkerOwn  - John Stones - Fabian Delph - Nicolás Otamendi - Kevin De Bruyne - David Silva - Fernandinho - Raheem Sterling - Gabriel Jesus  - Leroy Sané - ,Jack Butland - Erik Pieters - Kevin Wimmer - Kurt Zouma - Thomas Edwards - Eric Maxim Choupo-Moting - Mame Biram Diouf - Geoff Cameron - Darren Fletcher - Jesé - Xherdan Shaqiri - 
Southampton,Newcastle United,tie,Fraser Forster - Cédric Soares - Maya Yoshida - Virgil van Dijk - Ryan Bertrand - Dusan Tadic - Oriol Romeu - Mario Lemina - Nathan Redmond - Shane Long - Manolo Gabbiadini Pen. Scored  - ,Robert Elliot - Jamaal Lascelles - Javier Manquillo - Florian Lejeune - DeAndre Yedlin - Jonjo Shelvey - Matt Ritchie - Isaac Hayden  - Christian Atsu - Ayoze Pérez - Joselu - 
Swansea City,Huddersfield Town,home,Lukasz Fabianski - Martin Olsson - Alfie Mawson - Federico Fernández - Kyle Naughton - Leon Britton - Leroy Fer - Tom Carroll - Tammy Abraham  - Luciano Narsingh - Jordan Ayew - ,Jonas Lössl - Tommy Smith - Scott Malone - Zanka - Christopher Schindler - Jonathan Hogg - Philip Billing - Elias Kachunga - Tom Ince - Rajiv van La Parra - Laurent Depoitre - 
Tottenham Hotspur,AFC Bournemouth,home,Hugo Lloris - Kieran Trippier - Toby Alderweireld - Jan Vertonghen - Davinson Sánchez - Son Heung-Min - Harry Winks - Eric Dier - Dele Alli - Christian Eriksen - Harry Kane - ,Asmir Begovic - Simon Francis - Steve Cook - Nathan Aké - Andrew Surman - Charlie Daniels - Adam Smith - Lewis Cook - Junior Stanislas - Dan Gosling - Joshua King - 
Watford,Arsenal,home,Heurelho Gomes - Miguel Britos - Adrian Mariappa - Christian Kabasele - Tom Cleverley - Abdoulaye Doucouré - Kiko Femenía - José Holebas - Richarlison - Andre Gray - Roberto Pereyra - ,Petr Cech - Per Mertesacker - Laurent Koscielny - Nacho Monreal - Héctor Bellerín - Mohamed Elneny - Sead Kolasinac - Granit Xhaka - Alexandre Lacazette - Alex Iwobi - Danny Welbeck - 
Chelsea,Watford,home,Thibaut Courtois - Antonio Rüdiger - Gary Cahill - David Luiz - Marcos Alonso - Cesc Fàbregas - Tiemoué Bakayoko - César Azpilicueta - Eden Hazard - Pedro - Álvaro Morata - ,Heurelho Gomes - Miguel Britos - Adrian Mariappa - Christian Kabasele - Tom Cleverley - Abdoulaye Doucouré - Kiko Femenía - José Holebas - Troy Deeney - Richarlison - Roberto Pereyra - 
Everton,Arsenal,away,Jordan Pickford - Ashley Williams - Michael Keane - Phil Jagielka - Leighton Baines - Idrissa Gueye  - Nikola Vlasic - Jonjoe Kenny - Dominic Calvert-Lewin - Gylfi Sigurdsson - Wayne Rooney - ,Petr Cech - Per Mertesacker - Laurent Koscielny - Nacho Monreal - Héctor Bellerín - Aaron Ramsey - Sead Kolasinac - Granit Xhaka - Alexis Sánchez - Alexandre Lacazette - Mesut Özil - 
Huddersfield Town,Manchester United,home,Jonas Lössl - Tommy Smith - Chris Löwe - Zanka - Christopher Schindler - Jonathan Hogg - Elias Kachunga - Aaron Mooy  - Tom Ince - Danny Williams - Laurent Depoitre - ,David de Gea - Phil Jones - Chris Smalling - Ashley Young - Luis Antonio Valencia - Juan Mata - Anthony Martial - Jesse Lingard - Ander Herrera - Nemanja Matic - Romelu Lukaku - 
Manchester City,Burnley,home,Ederson - Kyle Walker - John Stones - Fabian Delph - Nicolás Otamendi - Kevin De Bruyne - David Silva - Fernandinho - Sergio AgüeroPen. Scored - Leroy Sané  - Bernardo Silva - ,Nick Pope - Matthew Lowton - James Tarkowski - Ben Mee - Stephen Ward - Jack Cork - Robbie Brady - Steven Defour - Scott Arfield - Chris Wood - Jeff Hendrick - 
Newcastle United,Crystal Palace,home,Robert Elliot - Jamaal Lascelles - Javier Manquillo - Florian Lejeune - DeAndre Yedlin - Jonjo Shelvey - Matt Ritchie - Isaac Hayden - Ayoze Pérez - Christian Atsu - Joselu - ,Julian Speroni - Joel Ward - Patrick van Aanholt - Scott Dann - Mamadou Sakho - Luka Milivojevic - Yohan Cabaye - Jeffrey Schlupp - James McArthur - Andros Townsend - Wilfried Zaha - 
Southampton,West Bromwich Albion,home,Fraser Forster - Cédric Soares - Maya Yoshida - Virgil van Dijk - Ryan Bertrand - Steven Davis - Dusan Tadic - Oriol Romeu - Mario Lemina - Shane Long - Manolo Gabbiadini - ,Ben Foster - Kieran Gibbs - Jonny Evans - Craig Dawson - Ahmed Hegazi - Jake Livermore - Nacer Chadli - Gareth Barry - Jay Rodriguez - Grzegorz Krychowiak - Salomón Rondón - 
Stoke City,AFC Bournemouth,away,Jack Butland - Kurt Zouma - Ryan Shawcross - Geoff Cameron - Erik Pieters - Joe Allen - Glen Johnson - Darren Fletcher - Eric Maxim Choupo-Moting - Jesé - Mame Biram Diouf - ,Asmir Begovic - Simon Francis - Nathan Aké - Charlie Daniels - Adam Smith - Andrew Surman - Jordon Ibe - Lewis Cook - Junior StanislasPen. Scored - Benik Afobe - Lys Mousset - 
Swansea City,Leicester City,away,Lukasz Fabianski - Martin Olsson - Alfie Mawson - Federico FernándezOwn  - Kyle Naughton - Leon Britton - Tom Carroll - Renato Sanches - Tammy Abraham - Luciano Narsingh - Jordan Ayew - ,Kasper Schmeichel - Danny Simpson - Wes Morgan - Harry Maguire - Christian Fuchs - Marc Albrighton - Vicente Iborra - Wilfred Ndidi - Riyad Mahrez - Jamie Vardy - Shinji Okazaki - 
Tottenham Hotspur,Liverpool,home,Hugo Lloris - Toby Alderweireld - Jan Vertonghen - Davinson Sánchez - Kieran Trippier - Harry Winks - Dele Alli - Christian Eriksen - Serge Aurier - Son Heung-Min - Harry Kane  - ,Simon Mignolet - Dejan Lovren - Joseph Gomez - Alberto Moreno - Joel Matip - James Milner - Jordan Henderson - Emre Can - Roberto Firmino - Philippe Coutinho - Mohamed Salah - 
West Ham United,Brighton and Hove Albion,away,Joe Hart - José Fonte - Pablo Zabaleta - Winston Reid - Arthur Masuaku - Marko Arnautovic - Cheikhou Kouyaté - Manuel Lanzini - Pedro Obiang - Michail Antonio - Chicharito - ,Mat Ryan - Bruno - Gaëtan Bong - Shane Duffy - Lewis Dunk - Dale Stephens - Anthony Knockaert - José Izquierdo - Davy Pröpper - Pascal Groß - Glenn Murray Pen. Scored - 
Arsenal,Swansea City,home,Petr Cech - Per Mertesacker - Laurent Koscielny - Nacho Monreal - Héctor Bellerín - Aaron Ramsey - Sead Kolasinac - Granit Xhaka - Alexis Sánchez - Alexandre Lacazette - Mesut Özil - ,Lukasz Fabianski - Mike van der Hoorn - Federico Fernández - Alfie Mawson - Ki Sung-Yueng - Leroy Fer - Tom Carroll - Sam Clucas - Kyle Naughton - Tammy Abraham - Jordan Ayew - 
AFC Bournemouth,Chelsea,away,Asmir Begovic - Simon Francis - Steve Cook - Nathan Aké - Andrew Surman - Charlie Daniels - Adam Smith - Lewis Cook - Benik Afobe - Jermain Defoe - Junior Stanislas - ,Thibaut Courtois - Antonio Rüdiger - César Azpilicueta - David Luiz - Marcos Alonso - Cesc Fàbregas - Tiemoué Bakayoko - Davide Zappacosta - Eden Hazard - Pedro - Álvaro Morata - 
Brighton and Hove Albion,Southampton,tie,Mat Ryan - Bruno - Gaëtan Bong - Shane Duffy - Lewis Dunk - Dale Stephens - Anthony Knockaert - José Izquierdo - Davy Pröpper - Pascal Groß - Glenn Murray  - ,Fraser Forster - Cédric Soares - Wesley Hoedt - Virgil van Dijk - Ryan Bertrand - Steven Davis - Dusan Tadic - Oriol Romeu - James Ward-Prowse - Sofiane Boufal - Manolo Gabbiadini - 
Burnley,Newcastle United,home,Nick Pope - Matthew Lowton - James Tarkowski - Ben Mee - Stephen Ward - Jack Cork - Jóhann Gudmundsson - Robbie Brady - Steven Defour - Ashley Barnes - Jeff Hendrick - ,Robert Elliot - Jamaal Lascelles - Javier Manquillo - Florian Lejeune - DeAndre Yedlin - Jonjo Shelvey - Mohamed Diamé - Matt Ritchie - Ayoze Pérez - Christian Atsu - Joselu - 
Crystal Palace,West Ham United,tie,Julian Speroni - Joel Ward - Patrick van Aanholt - James Tomkins - Scott Dann - Luka MilivojevicPen. Scored - Yohan Cabaye - Ruben Loftus-Cheek - Jeffrey Schlupp - Andros Townsend - Wilfried Zaha - ,Joe Hart - José Fonte - Cheikhou Kouyaté - Angelo Ogbonna - Aaron Cresswell - Pablo Zabaleta - Manuel Lanzini - Mark Noble - Edimilson Fernandes - Chicharito - André Ayew - 
Leicester City,Everton,home,Kasper Schmeichel - Danny Simpson - Wes Morgan - Harry Maguire - Christian Fuchs - Ben Chilwell - Demarai Gray - Vicente Iborra - Wilfred Ndidi - Jamie Vardy - Riyad Mahrez - ,Jordan Pickford - Leighton Baines - Ashley Williams - Phil Jagielka - Jonjoe Kenny - Kevin Mirallas - Aaron Lennon - Idrissa Gueye - Tom Davies - Dominic Calvert-Lewin - Wayne Rooney - 
Liverpool,Huddersfield Town,home,Simon Mignolet - Joseph Gomez - Ragnar Klavan - Alberto Moreno - Joel Matip - Georginio Wijnaldum - James Milner - Jordan Henderson - Roberto Firmino - Mohamed Salah - Daniel Sturridge - ,Jonas Lössl - Tommy Smith - Chris Löwe - Zanka - Christopher Schindler - Jonathan Hogg - Aaron Mooy - Tom Ince - Rajiv van La Parra - Danny Williams - Laurent Depoitre - 
Manchester United,Tottenham Hotspur,home,David de Gea - Eric Bailly - Phil Jones - Chris Smalling - Ashley Young - Ander Herrera - Luis Antonio Valencia - Nemanja Matic - Romelu Lukaku - Marcus Rashford - Henrikh Mkhitaryan - ,Hugo Lloris - Toby Alderweireld - Jan Vertonghen - Eric Dier - Harry Winks - Moussa Sissoko - Christian Eriksen - Serge Aurier - Ben Davies - Son Heung-Min - Dele Alli - 
Watford,Stoke City,away,Heurelho Gomes - Miguel Britos - Kiko Femenía - José Holebas - Christian Kabasele - Tom Cleverley - Richarlison - Abdoulaye Doucouré - André Carrillo - Etienne Capoue - Troy Deeney - ,Jack Butland - Kevin Wimmer - Kurt Zouma - Ryan Shawcross - Erik Pieters - Joe Allen - Mame Biram Diouf - Darren Fletcher - Eric Maxim Choupo-Moting - Xherdan Shaqiri - Ramadan Sobhi - 
West Bromwich Albion,Manchester City,away,Ben Foster - Jonny Evans - Gareth McAuley - Ahmed Hegazi - Allan-Roméo Nyom - Kieran Gibbs - Jake Livermore - Gareth Barry - Grzegorz Krychowiak - Salomón Rondón - Jay Rodriguez - ,Ederson - Kyle Walker - John Stones - Fabian Delph - Nicolás Otamendi - Kevin De Bruyne - David Silva - Fernandinho - Gabriel Jesus - Leroy Sané - Bernardo Silva - 
Chelsea,Manchester United,home,Thibaut Courtois - Andreas Christensen - Gary Cahill - César Azpilicueta - Marcos Alonso - Cesc Fàbregas - N'Golo Kanté - Tiemoué Bakayoko - Davide Zappacosta - Eden Hazard - Álvaro Morata - ,David de Gea - Eric Bailly - Phil Jones - Chris Smalling - Ashley Young - Ander Herrera - Luis Antonio Valencia - Nemanja Matic - Romelu Lukaku - Marcus Rashford - Henrikh Mkhitaryan - 
Everton,Watford,home,Jordan Pickford - Leighton BainesPen. Scored - Michael Keane - Phil Jagielka - Jonjoe Kenny - Idrissa Gueye - Tom Davies - Beni Baningime - Gylfi Sigurdsson - Wayne Rooney - Oumar Niasse - ,Heurelho Gomes - Miguel Britos - Kiko Femenía - José Holebas - Christian Kabasele - Tom Cleverley - Abdoulaye Doucouré - Will Hughes - Richarlison - Andre Gray - André Carrillo - 
Huddersfield Town,West Bromwich Albion,home,Jonas Lössl - Scott Malone - Zanka - Christopher Schindler  - Florent Hadergjonaj - Jonathan Hogg - Elias Kachunga - Aaron Mooy - Rajiv van La Parra - Tom Ince - Laurent Depoitre - ,Ben Foster - Jonny Evans - Gareth McAuley - Ahmed Hegazi - Allan-Roméo Nyom - Kieran Gibbs - Jake Livermore - Gareth Barry - Grzegorz Krychowiak - Hal Robson-Kanu - Jay Rodriguez - 
Manchester City,Arsenal,home,Ederson - Kyle Walker - John Stones - Fabian Delph - Nicolás Otamendi - Kevin De Bruyne - David Silva - Fernandinho - Raheem Sterling - Sergio AgüeroPen. Scored - Leroy Sané - ,Petr Cech - Laurent Koscielny - Nacho Monreal - Francis Coquelin - Héctor Bellerín - Aaron Ramsey - Sead Kolasinac - Granit Xhaka - Alexis Sánchez - Mesut Özil - Alex Iwobi - 
Newcastle United,AFC Bournemouth,away,Robert Elliot - Jamaal Lascelles - Javier Manquillo - Florian Lejeune - DeAndre Yedlin - Jonjo Shelvey - Matt Ritchie - Isaac Hayden - Christian Atsu - Dwight Gayle - Joselu - ,Asmir Begovic - Simon Francis - Steve Cook - Nathan Aké - Charlie Daniels - Andrew Surman - Marc Pugh - Harry Arter - Jordon Ibe - Joshua King - Callum Wilson - 
Southampton,Burnley,away,Fraser Forster - Cédric Soares - Maya Yoshida - Virgil van Dijk - Ryan Bertrand - Steven Davis - Dusan Tadic - Oriol Romeu - Sofiane Boufal - Nathan Redmond - Manolo Gabbiadini - ,Nick Pope - Matthew Lowton - James Tarkowski - Ben Mee - Stephen Ward - Jack Cork - Jóhann Gudmundsson - Robbie Brady - Steven Defour - Chris Wood - Jeff Hendrick - 
Stoke City,Leicester City,tie,Jack Butland - Kevin Wimmer - Kurt Zouma - Ryan Shawcross - Erik Pieters - Joe Allen - Mame Biram Diouf - Darren Fletcher - Eric Maxim Choupo-Moting - Xherdan Shaqiri - Ramadan Sobhi - ,Kasper Schmeichel - Danny Simpson - Wes Morgan - Harry Maguire - Christian Fuchs - Demarai Gray - Vicente Iborra - Wilfred Ndidi - Riyad Mahrez - Jamie Vardy - Shinji Okazaki - 
Swansea City,Brighton and Hove Albion,away,Lukasz Fabianski - Federico Fernández - Alfie Mawson - Sam Clucas - Kyle Naughton - Ki Sung-Yueng - Leroy Fer - Tom Carroll - Tammy Abraham - Nathan Dyer - Jordan Ayew - ,Mat Ryan - Bruno - Gaëtan Bong - Shane Duffy - Lewis Dunk - Dale Stephens - Anthony Knockaert - José Izquierdo - Davy Pröpper - Pascal Groß - Glenn Murray - 
